LoyaltyID,Customer ID,Gender,Age,Under 30,Senior Citizen,Partner,Dependents,Number of Dependents,Referred a Friend,Number of Referrals,Tenure,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn
179075,7780-OTDSO,Male,51,No,No,Yes,No,0,Yes,1,18,Yes,11.3,Yes,Yes,Fiber Optic,16,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.4,1742.95,0,0,203.4,1946.35,Yes
484896,7781-EWARA,Male,19,Yes,No,Yes,Yes,3,Yes,1,70,No,0,No phone service,Yes,Cable,47,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,60.35,4138.7,49.23,0,0,4089.47,No
310542,7781-HVGMK,Female,56,No,No,Yes,Yes,0,Yes,5,72,No,0,No phone service,Yes,DSL,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.2,4784.45,0,0,0,4784.45,No
779715,7783-YKGDV,Female,49,No,No,No,No,0,No,0,12,Yes,16.07,Yes,Yes,Fiber Optic,14,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.7,1238.45,0,0,192.84,1431.29,Yes
366241,7785-RDVIG,Female,53,No,No,Yes,Yes,2,Yes,5,3,Yes,10.13,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.3,54.7,0,0,30.39,85.09,No
170585,7786-WBJYI,Female,31,No,No,No,No,0,No,0,4,Yes,30.95,Yes,Yes,Fiber Optic,26,No,Yes,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),77.95,305.55,0,0,123.8,429.35,Yes
863803,7787-BNTZM,Male,56,No,No,No,No,0,No,0,6,Yes,6.93,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.15,130.5,0,0,41.58,172.08,No
363999,7789-CRUVC,Female,77,No,Yes,Yes,No,0,Yes,1,61,Yes,33.75,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.2,5895.45,0,0,2058.75,7954.2,No
322451,7789-HKSBS,Female,79,No,Yes,Yes,No,0,Yes,2,42,Yes,35.38,Yes,Yes,Fiber Optic,7,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,4599.15,40.46,0,1485.96,6044.65,No
166865,7794-JASDG,Male,37,No,No,No,No,0,No,0,1,Yes,45.77,No,Yes,DSL,20,Yes,No,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,50.75,50.75,0,0,45.77,96.52,No
845894,7795-CFOCW,Male,53,No,No,No,No,0,No,0,45,No,0,No phone service,Yes,DSL,10,Yes,No,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),42.3,1840.75,0,0,0,1840.75,No
596047,7797-EJMDP,Female,34,No,No,No,No,0,No,0,8,Yes,33.54,No,Yes,DSL,14,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),66.05,574.5,0,0,268.32,842.82,No
393411,7798-JVXYM,Female,52,No,No,No,No,0,No,0,14,Yes,37.01,No,Yes,DSL,29,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.65,921.4,0,0,518.14,1439.54,No
771943,7799-DSEWS,Male,22,Yes,No,No,No,0,No,0,18,Yes,48.68,No,Yes,DSL,48,Yes,No,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,68.35,1299.8,0,0,876.24,2176.04,No
876741,7799-LGRDP,Female,42,No,No,No,No,0,No,0,43,Yes,25.53,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.7,1188.2,0,0,1097.79,2285.99,No
587312,7801-CEDNV,Male,33,No,No,Yes,No,0,Yes,10,27,Yes,9.01,No,Yes,DSL,5,Yes,No,No,No,No,No,No,Yes,One year,No,Credit card (automatic),48.7,1421.75,0,0,243.27,1665.02,No
478125,7801-KICAO,Female,43,No,No,No,No,0,No,0,18,Yes,11.36,Yes,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,74.15,1345.75,0,0,204.48,1550.23,No
261187,7802-EFKNY,Male,37,No,No,Yes,No,0,Yes,1,5,No,0,No phone service,Yes,DSL,7,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,24.95,100.4,0,0,0,100.4,Yes
389096,7803-XOCCZ,Female,54,No,No,Yes,Yes,2,Yes,1,52,Yes,31.96,No,Yes,Fiber Optic,26,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.05,4326.8,0,0,1661.92,5988.72,No
213813,7808-DVWEP,Male,51,No,No,Yes,No,0,Yes,3,3,Yes,31.06,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20,49.65,0,0,93.18,142.83,No
258217,7811-JIVPF,Female,44,No,No,No,No,0,No,0,23,Yes,42.26,No,Yes,Cable,2,No,No,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),49.7,1081.25,0,150,971.98,2203.23,No
212255,7812-FZHPE,Female,31,No,No,Yes,Yes,2,Yes,1,17,Yes,18.26,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.1,409.9,0,0,310.42,720.32,Yes
691573,7813-TKCVO,Female,23,Yes,No,Yes,No,0,Yes,1,20,Yes,27.96,No,No,No Internet,0,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.35,393.15,0,0,559.2,952.35,No
171401,7813-ZGGAW,Male,68,No,Yes,No,No,0,No,0,31,Yes,15.35,Yes,Yes,Fiber Optic,10,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.6,2877.95,0,0,475.85,3353.8,No
127175,7814-LEEVE,Female,60,No,No,Yes,No,0,Yes,7,1,Yes,6.64,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),20.3,20.3,0,0,6.64,26.94,No
722494,7815-PDTHL,Male,64,No,No,No,No,0,No,0,35,Yes,42.8,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,20.2,684.4,0,0,1498,2182.4,No
868856,7816-VGHTO,Female,61,No,No,Yes,Yes,2,Yes,7,6,No,0,No phone service,Yes,Cable,10,No,Yes,Yes,Yes,No,No,No,No,Two year,No,Mailed check,40.55,217.5,0,50,0,267.5,No
258350,7817-BOQPW,Female,32,No,No,No,No,0,No,0,2,Yes,41.37,Yes,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,75.55,166.3,0,0,82.74,249.04,Yes
971445,7817-OMJNA,Male,23,Yes,No,No,No,0,No,0,14,Yes,36.42,No,No,No Internet,0,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.4,275.7,0,0,509.88,785.58,No
328713,7820-ZYGNY,Male,33,No,No,No,No,0,No,0,63,Yes,9.21,Yes,Yes,Fiber Optic,28,No,Yes,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),90.45,5825.5,0,100,580.23,6505.73,No
329214,7821-DPRQE,Male,25,Yes,No,Yes,No,0,Yes,2,68,Yes,24.01,Yes,Yes,Fiber Optic,48,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.7,7320.9,0,0,1632.68,8953.58,No
603132,7823-JSOAG,Male,39,No,No,No,No,0,No,0,3,Yes,6.97,Yes,Yes,Fiber Optic,14,No,No,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,74.5,217.45,0,0,20.91,238.36,No
634086,7824-PANSQ,Male,52,No,No,No,No,0,No,0,58,Yes,44.67,Yes,Yes,Fiber Optic,8,No,No,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),80.65,4807.35,0,0,2590.86,7398.21,No
891105,7825-ECJRF,Female,43,No,No,No,No,1,No,0,19,Yes,28.35,No,Yes,Fiber Optic,19,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.6,1934.45,21.72,40,538.65,2491.38,Yes
541082,7825-GKXMW,Female,41,No,No,No,No,0,No,0,1,Yes,22.11,No,Yes,DSL,18,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.8,45.8,0,10,22.11,77.91,Yes
564919,7826-VVKWT,Female,69,No,Yes,Yes,Yes,1,Yes,9,24,Yes,20.78,No,Yes,Fiber Optic,23,No,No,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,96.55,2263.45,0,0,498.72,2762.17,No
756732,7831-QGOXH,Female,27,Yes,No,No,No,0,No,0,18,Yes,24.4,Yes,Yes,Fiber Optic,71,No,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,85.2,1553.9,0,0,439.2,1993.1,Yes
974319,7833-PKIHD,Male,59,No,No,Yes,Yes,0,Yes,1,51,Yes,31.66,No,Yes,Cable,3,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),76.4,3966.3,0,0,1614.66,5580.96,No
542091,7838-LAZFO,Male,38,No,No,Yes,No,0,Yes,6,45,Yes,9.91,No,Yes,Cable,19,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),78.8,3597.5,23.28,0,445.95,4020.17,No
263638,7839-NUIAA,Female,27,Yes,No,Yes,Yes,1,Yes,1,61,Yes,26.7,Yes,Yes,DSL,30,Yes,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,59.8,3641.5,0,100,1628.7,5370.2,No
255061,7839-QRKXN,Female,62,No,No,No,No,0,No,0,1,Yes,48.25,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.2,20.2,0,0,48.25,68.45,Yes
284156,7841-FCRQD,Female,27,Yes,No,Yes,No,0,Yes,1,33,Yes,15.45,No,Yes,Cable,59,No,Yes,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),53.75,1857.3,0,0,509.85,2367.15,No
798012,7841-TZDMQ,Male,19,Yes,No,No,No,0,No,0,2,Yes,49.81,No,Yes,DSL,41,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),46,84.5,0,0,99.62,184.12,Yes
823806,7845-URHJN,Female,24,Yes,No,Yes,No,0,Yes,1,8,Yes,11.35,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.15,156.25,0,0,90.8,247.05,Yes
853225,7850-THJMU,Female,40,No,No,Yes,Yes,2,Yes,4,26,Yes,12.71,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.65,494.9,0,0,330.46,825.36,No
735051,7850-VWJUU,Female,37,No,No,No,No,0,No,0,23,Yes,24.04,No,Yes,Fiber Optic,22,Yes,No,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75,1778.5,0,0,552.92,2331.42,No
590227,7851-FLGGQ,Male,49,No,No,No,No,0,No,0,1,No,0,No phone service,Yes,Cable,19,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,44.65,44.65,0,0,0,44.65,Yes
861911,7851-WZEKY,Female,32,No,No,No,No,0,No,0,2,Yes,38.51,Yes,Yes,Fiber Optic,25,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.15,196.9,0,0,77.02,273.92,Yes
930060,7852-LECYP,Male,79,No,Yes,Yes,No,0,Yes,8,13,Yes,48.15,Yes,Yes,Fiber Optic,6,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),93.8,1261,0,0,625.95,1886.95,No
522836,7853-GVUDZ,Female,55,No,No,Yes,Yes,1,Yes,1,1,Yes,3.09,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),20.15,20.15,0,0,3.09,23.24,Yes
879336,7853-OETYL,Female,40,No,No,Yes,No,0,Yes,2,4,No,0,No phone service,Yes,DSL,13,Yes,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,29.05,129.6,0,0,0,129.6,No
394196,7853-WNZSY,Male,58,No,No,No,No,0,No,0,1,Yes,1.61,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),19.75,19.75,0,0,1.61,21.36,No
904450,7854-EDSSA,Male,46,No,No,No,No,0,No,0,22,Yes,49.43,Yes,Yes,Cable,17,Yes,Yes,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,59,1254.7,0,0,1087.46,2342.16,Yes
865316,7854-EKTJL,Female,31,No,No,No,Yes,5,No,0,2,Yes,29.81,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,19.6,35.85,0,0,59.62,95.47,Yes
423363,7854-FOKSF,Male,54,No,No,No,No,0,No,0,1,No,0,No phone service,Yes,Cable,29,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,35.9,35.9,0,0,0,35.9,Yes
382656,7855-DIWPO,Female,60,No,No,No,No,0,No,0,21,Yes,30.59,No,Yes,Fiber Optic,11,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,68.65,1493.2,0,0,642.39,2135.59,No
635225,7856-GANIL,Male,71,No,Yes,Yes,No,0,Yes,1,45,Yes,2.38,Yes,Yes,Fiber Optic,20,No,Yes,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),98.7,4525.8,0,0,107.1,4632.9,No
291831,7858-GTZSP,Female,33,No,No,No,No,0,No,0,12,Yes,18.75,Yes,Yes,Fiber Optic,25,No,No,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,86.55,1066.9,0,110,225,1401.9,No
741700,7860-KSUGX,Male,25,Yes,No,Yes,Yes,0,Yes,1,72,Yes,32.67,Yes,Yes,Cable,48,Yes,Yes,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),64.45,4720,0,0,2352.24,7072.24,No
469616,7860-UXCRM,Male,22,Yes,No,Yes,Yes,2,Yes,9,63,Yes,42.17,No,Yes,DSL,73,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),74.5,4674.55,0,0,2656.71,7331.26,No
537271,7861-UVUFT,Female,36,No,No,Yes,No,0,Yes,1,15,Yes,28.3,No,Yes,Cable,28,No,No,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,84.3,1308.4,0,0,424.5,1732.9,Yes
540565,7868-BGSZA,Male,30,No,No,Yes,No,0,Yes,7,43,Yes,33.97,Yes,Yes,DSL,69,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,80.2,3581.6,0,0,1460.71,5042.31,No
812351,7868-TMWMZ,Female,69,No,Yes,Yes,No,0,Yes,2,60,Yes,24.62,No,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),110,6668.35,0,0,1477.2,8145.55,No
984553,7869-ZYDST,Male,33,No,No,Yes,No,0,No,0,31,Yes,28.72,Yes,Yes,Cable,21,No,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.05,1882.8,0,0,890.32,2773.12,No
848973,7872-BAAZR,Female,49,No,No,Yes,Yes,1,Yes,10,53,Yes,30.31,No,No,No Internet,0,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),19.55,1007.9,0,0,1606.43,2614.33,No
453972,7872-RDDLZ,Female,68,No,Yes,No,No,0,No,0,67,Yes,48.43,Yes,Yes,DSL,28,No,Yes,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,54.9,3725.5,0,0,3244.81,6970.31,No
985320,7873-CVMAW,Male,61,No,No,No,No,0,No,0,72,Yes,46.1,Yes,Yes,DSL,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.55,6362.35,0,0,3319.2,9681.55,No
694158,7874-ECPQJ,Female,57,No,No,No,Yes,2,No,0,4,Yes,27.37,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),20.05,85.5,0,0,109.48,194.98,No
670972,7876-AEHIG,Female,48,No,No,No,Yes,0,No,0,51,No,0,No phone service,Yes,DSL,10,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),60.15,3077,0,0,0,3077,No
177801,7876-BEUTG,Female,34,No,No,No,No,0,No,0,15,Yes,26.54,Yes,Yes,DSL,18,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,48.8,720.1,0,0,398.1,1118.2,No
786814,7876-DNYAP,Female,29,Yes,No,Yes,Yes,2,Yes,7,69,Yes,8.39,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.8,1436.95,0,0,578.91,2015.86,No
466584,7878-JGDKK,Male,38,No,No,No,No,0,No,0,4,Yes,30.07,No,Yes,Cable,29,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,44.55,220.75,0,0,120.28,341.03,No
937605,7878-RTCZG,Female,55,No,No,No,No,0,No,0,1,Yes,2.38,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.9,19.9,0,0,2.38,22.28,No
122171,7879-CGSFV,Male,19,Yes,No,No,No,0,No,0,55,Yes,42.19,No,Yes,Fiber Optic,51,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,100.9,5552.05,0,0,2320.45,7872.5,No
865055,7880-XSOJX,Male,50,No,No,No,No,0,No,0,4,No,0,No phone service,Yes,DSL,23,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,42.4,146.4,0,0,0,146.4,No
284832,7881-EVUAD,Female,49,No,No,No,No,0,No,0,2,No,0,No phone service,Yes,DSL,21,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,42.6,72.4,0,0,0,72.4,Yes
499468,7881-INRLC,Male,34,No,No,No,No,0,No,0,45,Yes,14.12,Yes,Yes,Fiber Optic,3,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.85,4740,0,0,635.4,5375.4,Yes
958945,7883-ROJOC,Female,33,No,No,Yes,No,0,No,0,19,Yes,34.51,No,Yes,Cable,22,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,44.9,839.65,0,0,655.69,1495.34,No
971581,7890-VYYWG,Male,67,No,Yes,Yes,No,0,Yes,1,3,No,0,No phone service,Yes,DSL,20,No,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,36.45,93.7,0,0,0,93.7,Yes
582674,7892-POOKP,Female,23,Yes,No,Yes,No,3,No,0,28,Yes,4.89,Yes,Yes,Fiber Optic,47,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.8,3046.05,0,0,136.92,3182.97,Yes
738241,7892-QVYKW,Female,25,Yes,No,Yes,Yes,1,Yes,10,23,Yes,9.84,Yes,Yes,Fiber Optic,71,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,85.6,1868.4,0,0,226.32,2094.72,No
452115,7893-IXHRQ,Male,53,No,No,No,No,0,No,0,1,Yes,15.91,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,20.55,20.55,0,0,15.91,36.46,Yes
166857,7895-VONWT,Female,20,Yes,No,No,No,0,No,0,25,No,0,No phone service,Yes,Cable,59,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,48.25,1293.8,0,0,0,1293.8,No
372119,7898-PDWQE,Male,22,Yes,No,Yes,No,0,Yes,2,71,Yes,18.04,Yes,Yes,DSL,41,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),80.4,5727.15,0,0,1280.84,7007.99,No
140191,7901-HXJVA,Male,20,Yes,No,No,No,0,No,0,14,Yes,18.46,No,Yes,Fiber Optic,26,No,No,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,76.45,1117.55,0,0,258.44,1375.99,No
615989,7901-IIDQV,Male,28,Yes,No,No,No,0,No,0,24,Yes,7.52,Yes,Yes,Cable,85,No,No,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),54.6,1242.25,28.42,0,180.48,1394.31,No
655202,7901-TBKJX,Male,76,No,Yes,No,No,0,No,0,56,Yes,5.19,Yes,Yes,Fiber Optic,16,No,No,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,101.05,5594,0,10,290.64,5894.64,No
314081,7903-CMPEY,Male,78,No,Yes,Yes,No,0,Yes,1,1,Yes,17.51,Yes,Yes,Fiber Optic,21,Yes,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.3,80.3,0,0,17.51,97.81,Yes
665117,7905-NJMXS,Male,68,No,Yes,Yes,No,0,Yes,2,7,Yes,3.19,Yes,Yes,Cable,26,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,64.2,475,0,0,22.33,497.33,No
976039,7905-TVXTA,Female,63,No,No,No,No,0,No,0,5,Yes,8.32,No,Yes,DSL,22,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,64.35,352.65,0,0,41.6,394.25,No
762103,7908-QCBCA,Female,47,No,No,Yes,No,0,Yes,1,1,Yes,33.46,No,Yes,Fiber Optic,12,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.4,69.4,0,10,33.46,112.86,Yes
159549,7909-FIOIY,Female,21,Yes,No,Yes,Yes,1,Yes,4,19,No,0,No phone service,Yes,Cable,85,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,24.85,434.8,0,0,0,434.8,No
212301,7912-SYRQT,Female,35,No,No,No,No,0,No,0,7,Yes,18.99,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.1,552.95,0,0,132.93,685.88,Yes
267566,7916-VCCPB,Female,58,No,No,Yes,Yes,1,Yes,6,16,Yes,40.03,No,Yes,Fiber Optic,20,No,Yes,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),73.25,1195.75,0,0,640.48,1836.23,No
511419,7919-ZODZZ,Female,32,No,No,Yes,Yes,2,Yes,1,10,Yes,42,No,Yes,DSL,14,No,Yes,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,65.9,660.05,0,0,420,1080.05,No
427757,7921-BEPCI,Female,40,No,No,No,No,0,No,0,72,Yes,12.63,Yes,Yes,DSL,23,Yes,Yes,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),59.75,4265,0,0,909.36,5174.36,No
172423,7921-LMDFQ,Male,69,No,Yes,No,No,0,No,0,51,Yes,4.14,No,Yes,Fiber Optic,21,No,No,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),94,4905.75,0,0,211.14,5116.89,No
961624,7923-IYJWY,Male,68,No,Yes,No,No,0,No,0,67,Yes,44.56,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),116.1,7839.85,0,40,2985.52,10865.37,No
146401,7924-GJZFI,Female,75,No,Yes,Yes,No,0,Yes,7,25,Yes,38.59,No,Yes,Fiber Optic,24,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.3,1813.1,0,0,964.75,2777.85,No
174902,7925-PNRGI,Female,51,No,No,Yes,Yes,2,Yes,9,45,Yes,10.21,Yes,Yes,DSL,11,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,81.3,3541.1,0,0,459.45,4000.55,No
571406,7926-IJOOU,Male,50,No,No,No,No,0,No,0,1,Yes,16.36,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),19.3,19.3,0,0,16.36,35.66,No
976834,7927-AUXBZ,Female,45,No,No,No,No,0,No,0,30,Yes,9.34,No,Yes,Fiber Optic,8,No,No,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,85.15,2555.9,0,0,280.2,2836.1,Yes
530299,7928-VJYAB,Male,44,No,No,Yes,Yes,1,Yes,9,11,Yes,38.48,No,Yes,Fiber Optic,19,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,90.6,1020.2,0,0,423.28,1443.48,No
963819,7929-DMBCV,Female,45,No,No,Yes,No,0,Yes,6,20,Yes,11.39,No,Yes,Fiber Optic,21,No,No,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,81,1683.7,0,0,227.8,1911.5,No
995312,7929-SKFGK,Male,23,Yes,No,Yes,No,0,Yes,10,70,Yes,21.68,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.3,8244.3,0,0,1517.6,9761.9,No
390908,7931-PXHFC,Male,46,No,No,No,No,0,No,0,38,Yes,46.21,No,Yes,Cable,14,No,No,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,62.3,2354.8,0,0,1755.98,4110.78,Yes
115852,7932-WPTDS,Female,77,No,Yes,Yes,No,0,Yes,1,1,No,0,No phone service,Yes,DSL,19,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,24.8,24.8,0,0,0,24.8,Yes
765793,7938-OUHIO,Male,28,Yes,No,No,No,0,No,0,3,Yes,32.76,No,Yes,Fiber Optic,73,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,293.65,0,0,98.28,391.93,Yes
509639,7940-UQQUG,Female,42,No,No,Yes,Yes,2,Yes,4,64,Yes,13.95,Yes,Yes,Fiber Optic,11,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.4,6721.6,0,0,892.8,7614.4,No
439142,7941-RCJOW,Male,34,No,No,No,No,0,No,0,65,Yes,44.7,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),19.55,1218.65,0,0,2905.5,4124.15,No
824917,7943-RQCHR,Female,34,No,No,No,No,0,No,0,9,Yes,10.07,Yes,Yes,Fiber Optic,26,No,No,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.75,889.9,0,30,90.63,1010.53,Yes
206773,7945-HLKEA,Female,29,Yes,No,No,No,0,No,0,60,Yes,37.95,Yes,Yes,DSL,27,Yes,No,Yes,Yes,No,No,No,No,One year,No,Electronic check,64.75,4039.5,0,120,2277,6436.5,No
355781,7945-PRBVF,Male,47,No,No,No,No,0,No,0,35,Yes,17.2,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),21.45,705.45,0,0,602,1307.45,No
152594,7950-XWOVN,Male,60,No,No,No,No,0,No,0,11,No,0,No phone service,Yes,DSL,22,No,Yes,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,34.7,383.55,22.53,150,0,511.02,No
